,row_id,date,country,store,product,num_sold
3418,3418,2015-07-09,Sweden,KaggleRama,Kaggle Hat,623
3419,3419,2015-07-09,Sweden,KaggleRama,Kaggle Sticker,192
3420,3420,2015-07-10,Finland,KaggleMart,Kaggle Mug,154
3421,3421,2015-07-10,Finland,KaggleMart,Kaggle Hat,284
3422,3422,2015-07-10,Finland,KaggleMart,Kaggle Sticker,94
3423,3423,2015-07-10,Finland,KaggleRama,Kaggle Mug,234
3424,3424,2015-07-10,Finland,KaggleRama,Kaggle Hat,522
3425,3425,2015-07-10,Finland,KaggleRama,Kaggle Sticker,144
3426,3426,2015-07-10,Norway,KaggleMart,Kaggle Mug,255
3427,3427,2015-07-10,Norway,KaggleMart,Kaggle Hat,517
3428,3428,2015-07-10,Norway,KaggleMart,Kaggle Sticker,149
3429,3429,2015-07-10,Norway,KaggleRama,Kaggle Mug,459
3430,3430,2015-07-10,Norway,KaggleRama,Kaggle Hat,902
3431,3431,2015-07-10,Norway,KaggleRama,Kaggle Sticker,287
3432,3432,2015-07-10,Sweden,KaggleMart,Kaggle Mug,177
3433,3433,2015-07-10,Sweden,KaggleMart,Kaggle Hat,376
3434,3434,2015-07-10,Sweden,KaggleMart,Kaggle Sticker,102
3435,3435,2015-07-10,Sweden,KaggleRama,Kaggle Mug,301
3436,3436,2015-07-10,Sweden,KaggleRama,Kaggle Hat,628
3437,3437,2015-07-10,Sweden,KaggleRama,Kaggle Sticker,185
3438,3438,2015-07-11,Finland,KaggleMart,Kaggle Mug,186
3439,3439,2015-07-11,Finland,KaggleMart,Kaggle Hat,341
3440,3440,2015-07-11,Finland,KaggleMart,Kaggle Sticker,104
3441,3441,2015-07-11,Finland,KaggleRama,Kaggle Mug,296
3442,3442,2015-07-11,Finland,KaggleRama,Kaggle Hat,578
3443,3443,2015-07-11,Finland,KaggleRama,Kaggle Sticker,177
3444,3444,2015-07-11,Norway,KaggleMart,Kaggle Mug,305
3445,3445,2015-07-11,Norway,KaggleMart,Kaggle Hat,619
3446,3446,2015-07-11,Norway,KaggleMart,Kaggle Sticker,182
3447,3447,2015-07-11,Norway,KaggleRama,Kaggle Mug,542
3448,3448,2015-07-11,Norway,KaggleRama,Kaggle Hat,1074
3449,3449,2015-07-11,Norway,KaggleRama,Kaggle Sticker,333
3450,3450,2015-07-11,Sweden,KaggleMart,Kaggle Mug,215
3451,3451,2015-07-11,Sweden,KaggleMart,Kaggle Hat,455
3452,3452,2015-07-11,Sweden,KaggleMart,Kaggle Sticker,114
3453,3453,2015-07-11,Sweden,KaggleRama,Kaggle Mug,341
3454,3454,2015-07-11,Sweden,KaggleRama,Kaggle Hat,764
3455,3455,2015-07-11,Sweden,KaggleRama,Kaggle Sticker,212
3456,3456,2015-07-12,Finland,KaggleMart,Kaggle Mug,183
3457,3457,2015-07-12,Finland,KaggleMart,Kaggle Hat,360
3458,3458,2015-07-12,Finland,KaggleMart,Kaggle Sticker,111
3459,3459,2015-07-12,Finland,KaggleRama,Kaggle Mug,300
3460,3460,2015-07-12,Finland,KaggleRama,Kaggle Hat,591
3461,3461,2015-07-12,Finland,KaggleRama,Kaggle Sticker,184
3462,3462,2015-07-12,Norway,KaggleMart,Kaggle Mug,309
3463,3463,2015-07-12,Norway,KaggleMart,Kaggle Hat,607
3464,3464,2015-07-12,Norway,KaggleMart,Kaggle Sticker,186
3465,3465,2015-07-12,Norway,KaggleRama,Kaggle Mug,521
3466,3466,2015-07-12,Norway,KaggleRama,Kaggle Hat,1067
3467,3467,2015-07-12,Norway,KaggleRama,Kaggle Sticker,329
3468,3468,2015-07-12,Sweden,KaggleMart,Kaggle Mug,209
3469,3469,2015-07-12,Sweden,KaggleMart,Kaggle Hat,399
3470,3470,2015-07-12,Sweden,KaggleMart,Kaggle Sticker,119
3471,3471,2015-07-12,Sweden,KaggleRama,Kaggle Mug,370
3472,3472,2015-07-12,Sweden,KaggleRama,Kaggle Hat,728
3473,3473,2015-07-12,Sweden,KaggleRama,Kaggle Sticker,232
3474,3474,2015-07-13,Finland,KaggleMart,Kaggle Mug,141
3475,3475,2015-07-13,Finland,KaggleMart,Kaggle Hat,279
3476,3476,2015-07-13,Finland,KaggleMart,Kaggle Sticker,92
3477,3477,2015-07-13,Finland,KaggleRama,Kaggle Mug,250
3478,3478,2015-07-13,Finland,KaggleRama,Kaggle Hat,533
3479,3479,2015-07-13,Finland,KaggleRama,Kaggle Sticker,153
3480,3480,2015-07-13,Norway,KaggleMart,Kaggle Mug,235
3481,3481,2015-07-13,Norway,KaggleMart,Kaggle Hat,518
3482,3482,2015-07-13,Norway,KaggleMart,Kaggle Sticker,141
3483,3483,2015-07-13,Norway,KaggleRama,Kaggle Mug,409
3484,3484,2015-07-13,Norway,KaggleRama,Kaggle Hat,793
3485,3485,2015-07-13,Norway,KaggleRama,Kaggle Sticker,275
3486,3486,2015-07-13,Sweden,KaggleMart,Kaggle Mug,170
3487,3487,2015-07-13,Sweden,KaggleMart,Kaggle Hat,337
3488,3488,2015-07-13,Sweden,KaggleMart,Kaggle Sticker,107
3489,3489,2015-07-13,Sweden,KaggleRama,Kaggle Mug,310
3490,3490,2015-07-13,Sweden,KaggleRama,Kaggle Hat,578
3491,3491,2015-07-13,Sweden,KaggleRama,Kaggle Sticker,183
3492,3492,2015-07-14,Finland,KaggleMart,Kaggle Mug,140
3493,3493,2015-07-14,Finland,KaggleMart,Kaggle Hat,277
3494,3494,2015-07-14,Finland,KaggleMart,Kaggle Sticker,79
3495,3495,2015-07-14,Finland,KaggleRama,Kaggle Mug,258
3496,3496,2015-07-14,Finland,KaggleRama,Kaggle Hat,524
3497,3497,2015-07-14,Finland,KaggleRama,Kaggle Sticker,143
3498,3498,2015-07-14,Norway,KaggleMart,Kaggle Mug,223
3499,3499,2015-07-14,Norway,KaggleMart,Kaggle Hat,487
3500,3500,2015-07-14,Norway,KaggleMart,Kaggle Sticker,161
3501,3501,2015-07-14,Norway,KaggleRama,Kaggle Mug,421
3502,3502,2015-07-14,Norway,KaggleRama,Kaggle Hat,847
3503,3503,2015-07-14,Norway,KaggleRama,Kaggle Sticker,255
3504,3504,2015-07-14,Sweden,KaggleMart,Kaggle Mug,162
3505,3505,2015-07-14,Sweden,KaggleMart,Kaggle Hat,284
3506,3506,2015-07-14,Sweden,KaggleMart,Kaggle Sticker,105
3507,3507,2015-07-14,Sweden,KaggleRama,Kaggle Mug,300
3508,3508,2015-07-14,Sweden,KaggleRama,Kaggle Hat,603
3509,3509,2015-07-14,Sweden,KaggleRama,Kaggle Sticker,171
3510,3510,2015-07-15,Finland,KaggleMart,Kaggle Mug,151
3511,3511,2015-07-15,Finland,KaggleMart,Kaggle Hat,294
3512,3512,2015-07-15,Finland,KaggleMart,Kaggle Sticker,82
3513,3513,2015-07-15,Finland,KaggleRama,Kaggle Mug,285
3514,3514,2015-07-15,Finland,KaggleRama,Kaggle Hat,462
3515,3515,2015-07-15,Finland,KaggleRama,Kaggle Sticker,141
3516,3516,2015-07-15,Norway,KaggleMart,Kaggle Mug,212
3517,3517,2015-07-15,Norway,KaggleMart,Kaggle Hat,471
3518,3518,2015-07-15,Norway,KaggleMart,Kaggle Sticker,153
3519,3519,2015-07-15,Norway,KaggleRama,Kaggle Mug,413
3520,3520,2015-07-15,Norway,KaggleRama,Kaggle Hat,799
3521,3521,2015-07-15,Norway,KaggleRama,Kaggle Sticker,251
3522,3522,2015-07-15,Sweden,KaggleMart,Kaggle Mug,175
3523,3523,2015-07-15,Sweden,KaggleMart,Kaggle Hat,315
3524,3524,2015-07-15,Sweden,KaggleMart,Kaggle Sticker,104
3525,3525,2015-07-15,Sweden,KaggleRama,Kaggle Mug,286
3526,3526,2015-07-15,Sweden,KaggleRama,Kaggle Hat,572
3527,3527,2015-07-15,Sweden,KaggleRama,Kaggle Sticker,178
3528,3528,2015-07-16,Finland,KaggleMart,Kaggle Mug,153
3529,3529,2015-07-16,Finland,KaggleMart,Kaggle Hat,278
3530,3530,2015-07-16,Finland,KaggleMart,Kaggle Sticker,76
3531,3531,2015-07-16,Finland,KaggleRama,Kaggle Mug,239
3532,3532,2015-07-16,Finland,KaggleRama,Kaggle Hat,506
3533,3533,2015-07-16,Finland,KaggleRama,Kaggle Sticker,155
3534,3534,2015-07-16,Norway,KaggleMart,Kaggle Mug,252
3535,3535,2015-07-16,Norway,KaggleMart,Kaggle Hat,485
3536,3536,2015-07-16,Norway,KaggleMart,Kaggle Sticker,153
3537,3537,2015-07-16,Norway,KaggleRama,Kaggle Mug,464
3538,3538,2015-07-16,Norway,KaggleRama,Kaggle Hat,890
3539,3539,2015-07-16,Norway,KaggleRama,Kaggle Sticker,256
3540,3540,2015-07-16,Sweden,KaggleMart,Kaggle Mug,159
3541,3541,2015-07-16,Sweden,KaggleMart,Kaggle Hat,333
3542,3542,2015-07-16,Sweden,KaggleMart,Kaggle Sticker,101
3543,3543,2015-07-16,Sweden,KaggleRama,Kaggle Mug,320
3544,3544,2015-07-16,Sweden,KaggleRama,Kaggle Hat,621
3545,3545,2015-07-16,Sweden,KaggleRama,Kaggle Sticker,183
3546,3546,2015-07-17,Finland,KaggleMart,Kaggle Mug,144
3547,3547,2015-07-17,Finland,KaggleMart,Kaggle Hat,327
3548,3548,2015-07-17,Finland,KaggleMart,Kaggle Sticker,82
3549,3549,2015-07-17,Finland,KaggleRama,Kaggle Mug,255
3550,3550,2015-07-17,Finland,KaggleRama,Kaggle Hat,489
3551,3551,2015-07-17,Finland,KaggleRama,Kaggle Sticker,155
3552,3552,2015-07-17,Norway,KaggleMart,Kaggle Mug,267
3553,3553,2015-07-17,Norway,KaggleMart,Kaggle Hat,535
3554,3554,2015-07-17,Norway,KaggleMart,Kaggle Sticker,156
3555,3555,2015-07-17,Norway,KaggleRama,Kaggle Mug,464
3556,3556,2015-07-17,Norway,KaggleRama,Kaggle Hat,879
3557,3557,2015-07-17,Norway,KaggleRama,Kaggle Sticker,275
3558,3558,2015-07-17,Sweden,KaggleMart,Kaggle Mug,174
3559,3559,2015-07-17,Sweden,KaggleMart,Kaggle Hat,333
3560,3560,2015-07-17,Sweden,KaggleMart,Kaggle Sticker,103
3561,3561,2015-07-17,Sweden,KaggleRama,Kaggle Mug,318
3562,3562,2015-07-17,Sweden,KaggleRama,Kaggle Hat,563
3563,3563,2015-07-17,Sweden,KaggleRama,Kaggle Sticker,188
3564,3564,2015-07-18,Finland,KaggleMart,Kaggle Mug,175
3565,3565,2015-07-18,Finland,KaggleMart,Kaggle Hat,351
3566,3566,2015-07-18,Finland,KaggleMart,Kaggle Sticker,108
3567,3567,2015-07-18,Finland,KaggleRama,Kaggle Mug,292
3568,3568,2015-07-18,Finland,KaggleRama,Kaggle Hat,620
3569,3569,2015-07-18,Finland,KaggleRama,Kaggle Sticker,174
3570,3570,2015-07-18,Norway,KaggleMart,Kaggle Mug,305
3571,3571,2015-07-18,Norway,KaggleMart,Kaggle Hat,561
3572,3572,2015-07-18,Norway,KaggleMart,Kaggle Sticker,177
3573,3573,2015-07-18,Norway,KaggleRama,Kaggle Mug,543
3574,3574,2015-07-18,Norway,KaggleRama,Kaggle Hat,1038
3575,3575,2015-07-18,Norway,KaggleRama,Kaggle Sticker,330
3576,3576,2015-07-18,Sweden,KaggleMart,Kaggle Mug,217
3577,3577,2015-07-18,Sweden,KaggleMart,Kaggle Hat,432
3578,3578,2015-07-18,Sweden,KaggleMart,Kaggle Sticker,119
3579,3579,2015-07-18,Sweden,KaggleRama,Kaggle Mug,348
3580,3580,2015-07-18,Sweden,KaggleRama,Kaggle Hat,718
3581,3581,2015-07-18,Sweden,KaggleRama,Kaggle Sticker,230
3582,3582,2015-07-19,Finland,KaggleMart,Kaggle Mug,165
3583,3583,2015-07-19,Finland,KaggleMart,Kaggle Hat,345
3584,3584,2015-07-19,Finland,KaggleMart,Kaggle Sticker,97
3585,3585,2015-07-19,Finland,KaggleRama,Kaggle Mug,298
3586,3586,2015-07-19,Finland,KaggleRama,Kaggle Hat,611
3587,3587,2015-07-19,Finland,KaggleRama,Kaggle Sticker,173
3588,3588,2015-07-19,Norway,KaggleMart,Kaggle Mug,307
3589,3589,2015-07-19,Norway,KaggleMart,Kaggle Hat,594
3590,3590,2015-07-19,Norway,KaggleMart,Kaggle Sticker,179
3591,3591,2015-07-19,Norway,KaggleRama,Kaggle Mug,544
3592,3592,2015-07-19,Norway,KaggleRama,Kaggle Hat,1050
3593,3593,2015-07-19,Norway,KaggleRama,Kaggle Sticker,317
3594,3594,2015-07-19,Sweden,KaggleMart,Kaggle Mug,199
3595,3595,2015-07-19,Sweden,KaggleMart,Kaggle Hat,349
3596,3596,2015-07-19,Sweden,KaggleMart,Kaggle Sticker,111
3597,3597,2015-07-19,Sweden,KaggleRama,Kaggle Mug,377
3598,3598,2015-07-19,Sweden,KaggleRama,Kaggle Hat,738
3599,3599,2015-07-19,Sweden,KaggleRama,Kaggle Sticker,228
3600,3600,2015-07-20,Finland,KaggleMart,Kaggle Mug,143
3601,3601,2015-07-20,Finland,KaggleMart,Kaggle Hat,288
3602,3602,2015-07-20,Finland,KaggleMart,Kaggle Sticker,85
3603,3603,2015-07-20,Finland,KaggleRama,Kaggle Mug,280
3604,3604,2015-07-20,Finland,KaggleRama,Kaggle Hat,491
3605,3605,2015-07-20,Finland,KaggleRama,Kaggle Sticker,145
3606,3606,2015-07-20,Norway,KaggleMart,Kaggle Mug,266
3607,3607,2015-07-20,Norway,KaggleMart,Kaggle Hat,470
3608,3608,2015-07-20,Norway,KaggleMart,Kaggle Sticker,140
3609,3609,2015-07-20,Norway,KaggleRama,Kaggle Mug,428
3610,3610,2015-07-20,Norway,KaggleRama,Kaggle Hat,822
3611,3611,2015-07-20,Norway,KaggleRama,Kaggle Sticker,234
3612,3612,2015-07-20,Sweden,KaggleMart,Kaggle Mug,161
3613,3613,2015-07-20,Sweden,KaggleMart,Kaggle Hat,324
3614,3614,2015-07-20,Sweden,KaggleMart,Kaggle Sticker,97
3615,3615,2015-07-20,Sweden,KaggleRama,Kaggle Mug,253
3616,3616,2015-07-20,Sweden,KaggleRama,Kaggle Hat,584
3617,3617,2015-07-20,Sweden,KaggleRama,Kaggle Sticker,189
3618,3618,2015-07-21,Finland,KaggleMart,Kaggle Mug,134
3619,3619,2015-07-21,Finland,KaggleMart,Kaggle Hat,247
3620,3620,2015-07-21,Finland,KaggleMart,Kaggle Sticker,81
3621,3621,2015-07-21,Finland,KaggleRama,Kaggle Mug,228
3622,3622,2015-07-21,Finland,KaggleRama,Kaggle Hat,450
3623,3623,2015-07-21,Finland,KaggleRama,Kaggle Sticker,136
3624,3624,2015-07-21,Norway,KaggleMart,Kaggle Mug,243
3625,3625,2015-07-21,Norway,KaggleMart,Kaggle Hat,452
3626,3626,2015-07-21,Norway,KaggleMart,Kaggle Sticker,140
3627,3627,2015-07-21,Norway,KaggleRama,Kaggle Mug,431
3628,3628,2015-07-21,Norway,KaggleRama,Kaggle Hat,845
3629,3629,2015-07-21,Norway,KaggleRama,Kaggle Sticker,245
3630,3630,2015-07-21,Sweden,KaggleMart,Kaggle Mug,162
3631,3631,2015-07-21,Sweden,KaggleMart,Kaggle Hat,300
3632,3632,2015-07-21,Sweden,KaggleMart,Kaggle Sticker,95
3633,3633,2015-07-21,Sweden,KaggleRama,Kaggle Mug,291
3634,3634,2015-07-21,Sweden,KaggleRama,Kaggle Hat,608
3635,3635,2015-07-21,Sweden,KaggleRama,Kaggle Sticker,182
3636,3636,2015-07-22,Finland,KaggleMart,Kaggle Mug,139
3637,3637,2015-07-22,Finland,KaggleMart,Kaggle Hat,274
3638,3638,2015-07-22,Finland,KaggleMart,Kaggle Sticker,81
3639,3639,2015-07-22,Finland,KaggleRama,Kaggle Mug,276
3640,3640,2015-07-22,Finland,KaggleRama,Kaggle Hat,499
3641,3641,2015-07-22,Finland,KaggleRama,Kaggle Sticker,147
3642,3642,2015-07-22,Norway,KaggleMart,Kaggle Mug,230
3643,3643,2015-07-22,Norway,KaggleMart,Kaggle Hat,485
3644,3644,2015-07-22,Norway,KaggleMart,Kaggle Sticker,142
3645,3645,2015-07-22,Norway,KaggleRama,Kaggle Mug,441
3646,3646,2015-07-22,Norway,KaggleRama,Kaggle Hat,838
3647,3647,2015-07-22,Norway,KaggleRama,Kaggle Sticker,247
3648,3648,2015-07-22,Sweden,KaggleMart,Kaggle Mug,183
3649,3649,2015-07-22,Sweden,KaggleMart,Kaggle Hat,314
3650,3650,2015-07-22,Sweden,KaggleMart,Kaggle Sticker,101
3651,3651,2015-07-22,Sweden,KaggleRama,Kaggle Mug,281
3652,3652,2015-07-22,Sweden,KaggleRama,Kaggle Hat,560
3653,3653,2015-07-22,Sweden,KaggleRama,Kaggle Sticker,195
3654,3654,2015-07-23,Finland,KaggleMart,Kaggle Mug,144
3655,3655,2015-07-23,Finland,KaggleMart,Kaggle Hat,257
3656,3656,2015-07-23,Finland,KaggleMart,Kaggle Sticker,85
3657,3657,2015-07-23,Finland,KaggleRama,Kaggle Mug,220
3658,3658,2015-07-23,Finland,KaggleRama,Kaggle Hat,476
3659,3659,2015-07-23,Finland,KaggleRama,Kaggle Sticker,154
3660,3660,2015-07-23,Norway,KaggleMart,Kaggle Mug,244
3661,3661,2015-07-23,Norway,KaggleMart,Kaggle Hat,449
3662,3662,2015-07-23,Norway,KaggleMart,Kaggle Sticker,145
3663,3663,2015-07-23,Norway,KaggleRama,Kaggle Mug,412
3664,3664,2015-07-23,Norway,KaggleRama,Kaggle Hat,845
3665,3665,2015-07-23,Norway,KaggleRama,Kaggle Sticker,248
3666,3666,2015-07-23,Sweden,KaggleMart,Kaggle Mug,173
3667,3667,2015-07-23,Sweden,KaggleMart,Kaggle Hat,332
3668,3668,2015-07-23,Sweden,KaggleMart,Kaggle Sticker,98
3669,3669,2015-07-23,Sweden,KaggleRama,Kaggle Mug,308
3670,3670,2015-07-23,Sweden,KaggleRama,Kaggle Hat,566
3671,3671,2015-07-23,Sweden,KaggleRama,Kaggle Sticker,162
3672,3672,2015-07-24,Finland,KaggleMart,Kaggle Mug,147
3673,3673,2015-07-24,Finland,KaggleMart,Kaggle Hat,273
3674,3674,2015-07-24,Finland,KaggleMart,Kaggle Sticker,75
3675,3675,2015-07-24,Finland,KaggleRama,Kaggle Mug,267
3676,3676,2015-07-24,Finland,KaggleRama,Kaggle Hat,459
3677,3677,2015-07-24,Finland,KaggleRama,Kaggle Sticker,139
3678,3678,2015-07-24,Norway,KaggleMart,Kaggle Mug,285
3679,3679,2015-07-24,Norway,KaggleMart,Kaggle Hat,492
3680,3680,2015-07-24,Norway,KaggleMart,Kaggle Sticker,151
3681,3681,2015-07-24,Norway,KaggleRama,Kaggle Mug,464
3682,3682,2015-07-24,Norway,KaggleRama,Kaggle Hat,904
3683,3683,2015-07-24,Norway,KaggleRama,Kaggle Sticker,274
3684,3684,2015-07-24,Sweden,KaggleMart,Kaggle Mug,171
3685,3685,2015-07-24,Sweden,KaggleMart,Kaggle Hat,374
3686,3686,2015-07-24,Sweden,KaggleMart,Kaggle Sticker,102
3687,3687,2015-07-24,Sweden,KaggleRama,Kaggle Mug,317
3688,3688,2015-07-24,Sweden,KaggleRama,Kaggle Hat,582
3689,3689,2015-07-24,Sweden,KaggleRama,Kaggle Sticker,185
3690,3690,2015-07-25,Finland,KaggleMart,Kaggle Mug,182
3691,3691,2015-07-25,Finland,KaggleMart,Kaggle Hat,329
3692,3692,2015-07-25,Finland,KaggleMart,Kaggle Sticker,96
3693,3693,2015-07-25,Finland,KaggleRama,Kaggle Mug,305
3694,3694,2015-07-25,Finland,KaggleRama,Kaggle Hat,566
3695,3695,2015-07-25,Finland,KaggleRama,Kaggle Sticker,182
3696,3696,2015-07-25,Norway,KaggleMart,Kaggle Mug,297
3697,3697,2015-07-25,Norway,KaggleMart,Kaggle Hat,556
3698,3698,2015-07-25,Norway,KaggleMart,Kaggle Sticker,170
3699,3699,2015-07-25,Norway,KaggleRama,Kaggle Mug,561
3700,3700,2015-07-25,Norway,KaggleRama,Kaggle Hat,1008
3701,3701,2015-07-25,Norway,KaggleRama,Kaggle Sticker,345
3702,3702,2015-07-25,Sweden,KaggleMart,Kaggle Mug,214
3703,3703,2015-07-25,Sweden,KaggleMart,Kaggle Hat,413
3704,3704,2015-07-25,Sweden,KaggleMart,Kaggle Sticker,120
3705,3705,2015-07-25,Sweden,KaggleRama,Kaggle Mug,373
3706,3706,2015-07-25,Sweden,KaggleRama,Kaggle Hat,701
3707,3707,2015-07-25,Sweden,KaggleRama,Kaggle Sticker,208
3708,3708,2015-07-26,Finland,KaggleMart,Kaggle Mug,182
3709,3709,2015-07-26,Finland,KaggleMart,Kaggle Hat,361
3710,3710,2015-07-26,Finland,KaggleMart,Kaggle Sticker,103
3711,3711,2015-07-26,Finland,KaggleRama,Kaggle Mug,316
3712,3712,2015-07-26,Finland,KaggleRama,Kaggle Hat,626
3713,3713,2015-07-26,Finland,KaggleRama,Kaggle Sticker,204
3714,3714,2015-07-26,Norway,KaggleMart,Kaggle Mug,297
3715,3715,2015-07-26,Norway,KaggleMart,Kaggle Hat,519
3716,3716,2015-07-26,Norway,KaggleMart,Kaggle Sticker,185
3717,3717,2015-07-26,Norway,KaggleRama,Kaggle Mug,539
3718,3718,2015-07-26,Norway,KaggleRama,Kaggle Hat,978
3719,3719,2015-07-26,Norway,KaggleRama,Kaggle Sticker,338
3720,3720,2015-07-26,Sweden,KaggleMart,Kaggle Mug,199
3721,3721,2015-07-26,Sweden,KaggleMart,Kaggle Hat,416
3722,3722,2015-07-26,Sweden,KaggleMart,Kaggle Sticker,124
3723,3723,2015-07-26,Sweden,KaggleRama,Kaggle Mug,348
3724,3724,2015-07-26,Sweden,KaggleRama,Kaggle Hat,708
3725,3725,2015-07-26,Sweden,KaggleRama,Kaggle Sticker,215
3726,3726,2015-07-27,Finland,KaggleMart,Kaggle Mug,136
3727,3727,2015-07-27,Finland,KaggleMart,Kaggle Hat,264
3728,3728,2015-07-27,Finland,KaggleMart,Kaggle Sticker,84
3729,3729,2015-07-27,Finland,KaggleRama,Kaggle Mug,263
3730,3730,2015-07-27,Finland,KaggleRama,Kaggle Hat,449
3731,3731,2015-07-27,Finland,KaggleRama,Kaggle Sticker,153
3732,3732,2015-07-27,Norway,KaggleMart,Kaggle Mug,238
3733,3733,2015-07-27,Norway,KaggleMart,Kaggle Hat,472
3734,3734,2015-07-27,Norway,KaggleMart,Kaggle Sticker,134
3735,3735,2015-07-27,Norway,KaggleRama,Kaggle Mug,391
3736,3736,2015-07-27,Norway,KaggleRama,Kaggle Hat,815
3737,3737,2015-07-27,Norway,KaggleRama,Kaggle Sticker,248
3738,3738,2015-07-27,Sweden,KaggleMart,Kaggle Mug,176
3739,3739,2015-07-27,Sweden,KaggleMart,Kaggle Hat,316
3740,3740,2015-07-27,Sweden,KaggleMart,Kaggle Sticker,95
3741,3741,2015-07-27,Sweden,KaggleRama,Kaggle Mug,292
3742,3742,2015-07-27,Sweden,KaggleRama,Kaggle Hat,540
3743,3743,2015-07-27,Sweden,KaggleRama,Kaggle Sticker,160
3744,3744,2015-07-28,Finland,KaggleMart,Kaggle Mug,132
3745,3745,2015-07-28,Finland,KaggleMart,Kaggle Hat,238
3746,3746,2015-07-28,Finland,KaggleMart,Kaggle Sticker,83
3747,3747,2015-07-28,Finland,KaggleRama,Kaggle Mug,253
3748,3748,2015-07-28,Finland,KaggleRama,Kaggle Hat,431
3749,3749,2015-07-28,Finland,KaggleRama,Kaggle Sticker,147
3750,3750,2015-07-28,Norway,KaggleMart,Kaggle Mug,244
3751,3751,2015-07-28,Norway,KaggleMart,Kaggle Hat,497
3752,3752,2015-07-28,Norway,KaggleMart,Kaggle Sticker,136
3753,3753,2015-07-28,Norway,KaggleRama,Kaggle Mug,383
3754,3754,2015-07-28,Norway,KaggleRama,Kaggle Hat,830
3755,3755,2015-07-28,Norway,KaggleRama,Kaggle Sticker,242
3756,3756,2015-07-28,Sweden,KaggleMart,Kaggle Mug,179
3757,3757,2015-07-28,Sweden,KaggleMart,Kaggle Hat,299
3758,3758,2015-07-28,Sweden,KaggleMart,Kaggle Sticker,98
3759,3759,2015-07-28,Sweden,KaggleRama,Kaggle Mug,301
3760,3760,2015-07-28,Sweden,KaggleRama,Kaggle Hat,589
3761,3761,2015-07-28,Sweden,KaggleRama,Kaggle Sticker,168
3762,3762,2015-07-29,Finland,KaggleMart,Kaggle Mug,147
3763,3763,2015-07-29,Finland,KaggleMart,Kaggle Hat,269
3764,3764,2015-07-29,Finland,KaggleMart,Kaggle Sticker,91
3765,3765,2015-07-29,Finland,KaggleRama,Kaggle Mug,244
3766,3766,2015-07-29,Finland,KaggleRama,Kaggle Hat,436
3767,3767,2015-07-29,Finland,KaggleRama,Kaggle Sticker,146
3768,3768,2015-07-29,Norway,KaggleMart,Kaggle Mug,248
3769,3769,2015-07-29,Norway,KaggleMart,Kaggle Hat,480
3770,3770,2015-07-29,Norway,KaggleMart,Kaggle Sticker,146
3771,3771,2015-07-29,Norway,KaggleRama,Kaggle Mug,432
3772,3772,2015-07-29,Norway,KaggleRama,Kaggle Hat,863
3773,3773,2015-07-29,Norway,KaggleRama,Kaggle Sticker,255
3774,3774,2015-07-29,Sweden,KaggleMart,Kaggle Mug,168
3775,3775,2015-07-29,Sweden,KaggleMart,Kaggle Hat,321
3776,3776,2015-07-29,Sweden,KaggleMart,Kaggle Sticker,98
3777,3777,2015-07-29,Sweden,KaggleRama,Kaggle Mug,330
3778,3778,2015-07-29,Sweden,KaggleRama,Kaggle Hat,573
3779,3779,2015-07-29,Sweden,KaggleRama,Kaggle Sticker,177
3780,3780,2015-07-30,Finland,KaggleMart,Kaggle Mug,149
3781,3781,2015-07-30,Finland,KaggleMart,Kaggle Hat,254
3782,3782,2015-07-30,Finland,KaggleMart,Kaggle Sticker,85
3783,3783,2015-07-30,Finland,KaggleRama,Kaggle Mug,259
3784,3784,2015-07-30,Finland,KaggleRama,Kaggle Hat,448
3785,3785,2015-07-30,Finland,KaggleRama,Kaggle Sticker,149
3786,3786,2015-07-30,Norway,KaggleMart,Kaggle Mug,239
3787,3787,2015-07-30,Norway,KaggleMart,Kaggle Hat,499
3788,3788,2015-07-30,Norway,KaggleMart,Kaggle Sticker,157
3789,3789,2015-07-30,Norway,KaggleRama,Kaggle Mug,428
3790,3790,2015-07-30,Norway,KaggleRama,Kaggle Hat,823
3791,3791,2015-07-30,Norway,KaggleRama,Kaggle Sticker,251
3792,3792,2015-07-30,Sweden,KaggleMart,Kaggle Mug,156
3793,3793,2015-07-30,Sweden,KaggleMart,Kaggle Hat,310
3794,3794,2015-07-30,Sweden,KaggleMart,Kaggle Sticker,106
3795,3795,2015-07-30,Sweden,KaggleRama,Kaggle Mug,281
3796,3796,2015-07-30,Sweden,KaggleRama,Kaggle Hat,595
3797,3797,2015-07-30,Sweden,KaggleRama,Kaggle Sticker,185
3798,3798,2015-07-31,Finland,KaggleMart,Kaggle Mug,151
3799,3799,2015-07-31,Finland,KaggleMart,Kaggle Hat,264
3800,3800,2015-07-31,Finland,KaggleMart,Kaggle Sticker,86
3801,3801,2015-07-31,Finland,KaggleRama,Kaggle Mug,266
3802,3802,2015-07-31,Finland,KaggleRama,Kaggle Hat,489
3803,3803,2015-07-31,Finland,KaggleRama,Kaggle Sticker,158
3804,3804,2015-07-31,Norway,KaggleMart,Kaggle Mug,267
3805,3805,2015-07-31,Norway,KaggleMart,Kaggle Hat,498
3806,3806,2015-07-31,Norway,KaggleMart,Kaggle Sticker,142
3807,3807,2015-07-31,Norway,KaggleRama,Kaggle Mug,439
3808,3808,2015-07-31,Norway,KaggleRama,Kaggle Hat,834
